0.998	22.52	-0.29
0.998	22.52	-0.30
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.998	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
0.999	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.000	22.52	-0.29
1.001	22.52	-0.29
1.001	22.52	-0.29
1.002	22.52	-0.29
1.002	22.52	-0.29
1.002	22.52	-0.29
1.003	22.52	-0.29
1.003	22.52	-0.29
1.003	22.52	-0.29
1.003	22.52	-0.29
1.003	22.52	-0.29
1.004	22.52	-0.29
1.004	22.52	-0.29
1.004	22.52	-0.29
1.004	22.52	-0.29
1.005	22.52	-0.29
1.005	22.52	-0.29
1.005	22.52	-0.29
1.006	22.52	-0.29
1.006	22.52	-0.29
1.007	22.52	-0.29
1.007	22.52	-0.29
1.007	22.52	-0.29
1.008	22.52	-0.29
1.009	22.52	-0.29
1.009	22.52	-0.29
1.009	22.52	-0.29
1.010	22.52	-0.29
1.010	22.52	-0.29
1.010	22.52	-0.28
1.011	22.52	-0.28
1.011	22.52	-0.28
1.011	22.52	-0.28
1.012	22.52	-0.28
1.012	22.52	-0.28
1.012	22.51	-0.28
1.013	22.52	-0.28
1.014	22.49	-0.28
1.014	22.51	-0.28
1.015	22.48	-0.28
1.015	22.52	-0.28
1.015	22.49	-0.28
1.016	22.48	-0.28
1.016	22.48	-0.28
1.016	22.48	-0.28
1.016	22.41	-0.28
1.016	22.39	-0.28
1.017	22.39	-0.28
1.017	22.39	-0.28
1.017	22.40	-0.28
1.017	22.39	-0.28
1.018	22.39	-0.28
1.018	22.37	-0.28
1.019	22.41	-0.28
1.020	22.39	-0.28
1.020	22.39	-0.28
1.020	22.39	-0.28
1.021	22.39	-0.28
1.021	22.37	-0.28
1.022	22.36	-0.28
1.022	22.39	-0.28
1.022	22.39	-0.28
1.023	22.39	-0.28
1.023	22.35	-0.28
1.023	22.31	-0.28
1.023	22.29	-0.28
1.024	22.26	-0.28
1.024	22.26	-0.28
1.025	22.23	-0.28
1.025	22.24	-0.28
1.026	22.26	-0.28
1.027	22.23	-0.28
1.028	22.19	-0.28
1.028	22.17	-0.28
1.028	22.14	-0.28
1.029	22.14	-0.28
1.029	22.14	-0.28
1.030	22.14	-0.28
1.030	22.14	-0.28
1.030	22.13	-0.28
1.030	22.12	-0.28
1.031	22.06	-0.28
1.031	22.05	-0.27
1.032	22.03	-0.27
1.032	22.03	-0.27
1.032	22.03	-0.27
1.033	22.00	-0.27
1.033	21.99	-0.27
1.033	21.99	-0.27
1.033	21.99	-0.27
1.034	21.99	-0.27
1.034	21.99	-0.27
1.034	21.99	-0.27
1.034	21.99	-0.27
1.034	21.98	-0.27
1.035	21.96	-0.27
1.035	21.94	-0.27
1.036	21.93	-0.27
1.036	21.91	-0.27
1.037	21.89	-0.27
1.038	21.89	-0.27
1.038	21.89	-0.27
1.038	21.89	-0.27
1.039	21.88	-0.27
1.039	21.86	-0.27
1.040	21.83	-0.27
1.040	21.81	-0.27
1.041	21.83	-0.27
1.041	21.82	-0.27
1.041	21.82	-0.27
1.042	21.80	-0.27
1.042	21.79	-0.27
1.043	21.78	-0.27
1.043	21.78	-0.27
1.044	21.78	-0.27
1.044	21.76	-0.27
1.044	21.74	-0.27
1.044	21.74	-0.27
1.045	21.72	-0.27
1.046	21.72	-0.27
1.046	21.72	-0.27
1.046	21.69	-0.27
1.047	21.67	-0.27
1.048	21.65	-0.27
1.049	21.65	-0.27
1.049	21.66	-0.27
1.050	21.63	-0.27
1.050	21.62	-0.27
1.050	21.60	-0.27
1.051	21.60	-0.27
1.051	21.59	-0.27
1.051	21.58	-0.27
1.052	21.56	-0.27
1.052	21.58	-0.27
1.052	21.58	-0.27
1.052	21.58	-0.27
1.053	21.56	-0.27
1.053	21.56	-0.27
1.053	21.56	-0.27
1.054	21.56	-0.27
1.054	21.52	-0.27
1.054	21.51	-0.27
1.055	21.51	-0.27
1.055	21.51	-0.27
1.055	21.51	-0.27
1.055	21.51	-0.27
1.055	21.51	-0.27
1.055	21.49	-0.27
1.056	21.49	-0.27
1.056	21.49	-0.27
1.056	21.49	-0.27
1.057	21.49	-0.27
1.057	21.46	-0.27
1.058	21.45	-0.27
1.058	21.45	-0.27
1.058	21.45	-0.27
1.059	21.45	-0.27
1.059	21.42	-0.27
1.060	21.40	-0.27
1.060	21.38	-0.27
1.061	21.38	-0.27
1.061	21.38	-0.27
1.062	21.36	-0.27
1.062	21.35	-0.27
1.062	21.36	-0.27
1.063	21.36	-0.27
1.063	21.34	-0.27
1.064	21.33	-0.26
1.064	21.31	-0.27
1.065	21.30	-0.27
1.066	21.30	-0.27
1.066	21.30	-0.27
1.066	21.30	-0.27
1.066	21.28	-0.27
1.066	21.28	-0.26
1.066	21.27	-0.27
1.067	21.26	-0.27
1.067	21.25	-0.26
1.067	21.24	-0.27
1.067	21.23	-0.26
1.068	21.23	-0.27
1.069	21.22	-0.26
1.069	21.19	-0.26
1.070	21.17	-0.26
1.071	21.15	-0.27
1.071	21.17	-0.26
1.072	21.16	-0.26
1.072	21.16	-0.26
1.072	21.13	-0.26
1.073	21.12	-0.26
1.074	21.10	-0.26
1.074	21.08	-0.27
1.075	21.08	-0.27
1.075	21.08	-0.27
1.075	21.07	-0.27
1.075	21.06	-0.27
1.075	21.04	-0.27
1.076	21.05	-0.26
1.076	21.04	-0.26
1.077	21.02	-0.27
1.077	21.01	-0.27
1.077	21.02	-0.27
1.078	21.00	-0.27
1.078	21.00	-0.27
1.078	21.00	-0.26
1.079	20.99	-0.26
1.079	20.99	-0.27
1.080	20.98	-0.27
1.081	20.95	-0.27
1.082	20.92	-0.27
1.083	20.90	-0.27
1.083	20.89	-0.27
1.084	20.89	-0.27
1.085	20.90	-0.27
1.085	20.89	-0.27
